################################
## INSERT
################################
Count Max Min Avg P90 P99 P99.9 P99.99
610487 28383 416 1534.12 2183 4259 6615 12399
609536 17023 438 1549.26 2233 4163 6559 10215
614983 17839 423 1523.8 2153 4037 6327 10055
614038 17919 410 1544.76 2207 4311 6691 11199
610259 15583 421 1533.55 2171 4065 6507 10719
612298 15351 404 1530.96 2183 4123 6555 11047
610630 19503 431 1546.73 2213 4271 6623 11087
624379 16479 438 1498.48 2113 3943 6487 9455
600381 22703 453 1571.02 2245 4387 6903 12647
606084 19663 436 1537.07 2191 4307 7023 11551
614659 20671 399 1546.44 2195 4343 6619 10071
613458 17407 440 1525.91 2161 4099 6683 10695
605655 20495 415 1530.07 2185 4239 6691 12623
613289 40159 418 1533.99 2175 4171 6579 9767
611398 16079 449 1534.99 2181 4303 6603 10047
603909 15975 453 1537.26 2193 4183 6299 8447
615807 17967 435 1527.75 2163 4151 6519 9695
606081 18815 453 1558.27 2207 4139 6583 10631
613033 16911 392 1519.98 2137 3939 6259 9007
602374 19295 455 1559.51 2225 4247 6675 11551
615174 17151 439 1524.16 2149 4163 6631 10967
610391 15871 449 1542.72 2179 4119 6607 9391
617225 20111 439 1519.37 2125 4071 6751 11079
617153 34111 424 1530.12 2149 4053 6419 8767
608126 17951 450 1553.15 2201 4115 6415 9831
612087 16655 451 1527.78 2175 4119 6531 10127
611276 32351 387 1549.09 2193 4059 6491 10239
612613 23055 418 1514.5 2137 4083 6559 10879
600002 17551 401 1572.81 2287 4427 6743 10919
613622 16911 436 1518.61 2147 3995 6691 9871
608943 17855 448 1533.34 2175 4123 6503 9807
610014 13367 420 1525.74 2169 4053 6611 9983
606967 23775 431 1548.69 2227 4187 6399 9039
601905 20479 452 1545.25 2207 4147 6599 9479
618929 16015 444 1509.76 2121 4071 6499 9535
606231 26367 420 1549.8 2195 4111 6627 12583
604807 16111 424 1510.96 2157 4081 6539 10479
603470 14919 441 1566.37 2221 4199 6539 10471
610838 23599 436 1502.02 2131 3971 6403 10279
607980 13895 452 1547.99 2203 4187 6579 9967
609631 14767 414 1519.23 2165 4047 6343 10495
604862 17855 445 1561.92 2233 4339 6543 10167
597077 26655 416 1548.87 2209 4207 6443 10527
617994 20543 439 1510.78 2133 4037 6407 10447
601482 36319 441 1559.72 2227 4219 6755 35135
617203 16479 418 1493.42 2117 3793 6343 9863
616816 13535 427 1524.64 2145 3721 6119 8679
620188 14455 417 1475.7 2089 3479 5783 9023
610614 15167 460 1529.04 2169 3725 6143 9647
619029 16847 438 1508.35 2117 3683 5791 9439
607362 13703 461 1534.65 2169 3739 6239 9295
599153 15591 448 1527.42 2151 3629 5699 9559
618417 25407 434 1501.25 2127 3731 5995 11127
593098 37663 445 1567.62 2261 4083 6511 10975
606572 28735 422 1504.4 2165 3781 6083 9455
596810 24863 432 1556.47 2231 4029 6319 9871
607428 16263 400 1484.31 2121 3917 6627 10279
603241 16319 428 1540.58 2193 4051 6867 11783
594646 14663 416 1544.12 2211 3803 6003 10863
616132 17791 429 1493.94 2125 3769 6115 10271
609052 22319 433 1513.32 2165 3869 6119 8719
618263 16063 431 1487.38 2125 3693 5871 11127
606001 13983 410 1530.66 2195 3795 6011 8959
611285 20223 423 1501.87 2147 3793 5815 10503
594832 31839 439 1541.69 2227 3963 6319 12143
603613 17647 420 1514.89 2195 3959 6011 9487
604981 16559 425 1534.76 2215 3923 6199 10223
597408 21023 411 1525.89 2197 3691 6139 11359
607529 17423 424 1508.39 2155 3867 6267 8807
594531 16375 433 1557.35 2243 4037 6403 10095
604588 20303 430 1506.27 2173 3937 6271 10679
590701 16271 407 1557.62 2249 3991 6603 10463
601332 15599 445 1508.45 2167 3891 6099 9487
611278 13919 443 1525.48 2165 3771 5967 9183
600775 25903 442 1527.79 2207 3817 6031 8775
599003 15567 423 1523.78 2197 3809 5991 9743
599237 15735 449 1529.91 2195 3747 5895 8991
615091 13503 446 1480.73 2101 3477 5515 8799
602361 13175 375 1526.33 2189 3845 6131 9039
606834 37951 423 1507.79 2149 3607 5827 8447
604151 32719 443 1533.67 2199 3829 6063 13367
601190 18047 440 1507.76 2181 3673 6051 10423
601696 14959 430 1518.39 2177 3633 5743 8607
591636 32351 440 1529.99 2213 3945 6375 13279
609448 24895 401 1495.38 2139 3715 6287 10319
598366 13383 428 1531.05 2215 3859 6011 8519
594186 25983 448 1522.27 2231 3905 6155 10007
599315 23103 426 1522.98 2175 3659 5683 8719
608782 18943 441 1486.32 2135 3595 5795 10095
595658 13695 411 1530.04 2215 3697 5939 9015
592443 22591 421 1536.55 2243 3845 5947 10319
595497 14959 413 1532 2231 3813 5883 10319
596837 18495 424 1521.49 2197 3867 6143 10303
602184 15327 424 1515.51 2211 3843 6095 8975
